,Date,Species,Trap,Longitude,Latitude,Unnamed: 0,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1083,2007-08-01,CULEX PIPIENS,T065,-87.752411,41.778297,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1084,2007-08-01,CULEX SALINARIUS,T065,-87.752411,41.778297,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1085,2007-08-01,CULEX PIPIENS/RESTUANS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1086,2007-08-01,CULEX PIPIENS/RESTUANS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1087,2007-08-01,CULEX PIPIENS/RESTUANS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1088,2007-08-01,CULEX RESTUANS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1089,2007-08-01,CULEX PIPIENS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1090,2007-08-01,CULEX PIPIENS,T066,-87.703047,41.77166,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1091,2007-08-01,CULEX PIPIENS/RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1092,2007-08-01,CULEX PIPIENS/RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1093,2007-08-01,CULEX PIPIENS/RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1094,2007-08-01,CULEX RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1095,2007-08-01,CULEX RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1096,2007-08-01,CULEX RESTUANS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1097,2007-08-01,CULEX PIPIENS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1098,2007-08-01,CULEX PIPIENS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1099,2007-08-01,CULEX SALINARIUS,T067,-87.745602,41.759346,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1100,2007-08-01,CULEX PIPIENS/RESTUANS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1101,2007-08-01,CULEX PIPIENS/RESTUANS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1102,2007-08-01,CULEX PIPIENS/RESTUANS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1103,2007-08-01,CULEX RESTUANS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1104,2007-08-01,CULEX RESTUANS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1105,2007-08-01,CULEX PIPIENS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1106,2007-08-01,CULEX PIPIENS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1107,2007-08-01,CULEX PIPIENS,T069,-87.678649,41.768388,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1108,2007-08-01,CULEX PIPIENS/RESTUANS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1109,2007-08-01,CULEX PIPIENS/RESTUANS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1110,2007-08-01,CULEX PIPIENS/RESTUANS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1111,2007-08-01,CULEX RESTUANS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1112,2007-08-01,CULEX PIPIENS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1113,2007-08-01,CULEX PIPIENS,T070,-87.797894,41.797616,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1114,2007-08-01,CULEX PIPIENS/RESTUANS,T071,-87.77653199999997,41.781416,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1115,2007-08-01,CULEX PIPIENS/RESTUANS,T071,-87.77653199999997,41.781416,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1116,2007-08-01,CULEX PIPIENS/RESTUANS,T071,-87.77653199999997,41.781416,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1117,2007-08-01,CULEX PIPIENS,T071,-87.77653199999997,41.781416,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1118,2007-08-01,CULEX PIPIENS/RESTUANS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1119,2007-08-01,CULEX PIPIENS/RESTUANS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1120,2007-08-01,CULEX PIPIENS/RESTUANS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1121,2007-08-01,CULEX RESTUANS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1122,2007-08-01,CULEX RESTUANS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1123,2007-08-01,CULEX PIPIENS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1124,2007-08-01,CULEX PIPIENS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1125,2007-08-01,CULEX PIPIENS,T073,-87.60088,41.773215,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1126,2007-08-01,CULEX PIPIENS/RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1127,2007-08-01,CULEX PIPIENS/RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1128,2007-08-01,CULEX PIPIENS/RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1129,2007-08-01,CULEX RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1130,2007-08-01,CULEX RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1131,2007-08-01,CULEX RESTUANS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1132,2007-08-01,CULEX PIPIENS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1133,2007-08-01,CULEX PIPIENS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1134,2007-08-01,CULEX PIPIENS,T074,-87.66634300000003,41.822536,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1135,2007-08-01,CULEX PIPIENS/RESTUANS,T075,-87.585487,41.799282,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1136,2007-08-01,CULEX PIPIENS/RESTUANS,T075,-87.585487,41.799282,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1137,2007-08-01,CULEX PIPIENS/RESTUANS,T075,-87.585487,41.799282,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1138,2007-08-01,CULEX PIPIENS,T075,-87.585487,41.799282,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1139,2007-08-01,CULEX PIPIENS/RESTUANS,T077,-87.586427,41.778748,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1140,2007-08-01,CULEX PIPIENS/RESTUANS,T077,-87.586427,41.778748,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1141,2007-08-01,CULEX RESTUANS,T077,-87.586427,41.778748,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1142,2007-08-01,CULEX PIPIENS,T077,-87.586427,41.778748,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1143,2007-08-01,CULEX PIPIENS/RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1144,2007-08-01,CULEX PIPIENS/RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1145,2007-08-01,CULEX PIPIENS/RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1146,2007-08-01,CULEX RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1147,2007-08-01,CULEX RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1148,2007-08-01,CULEX RESTUANS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1149,2007-08-01,CULEX PIPIENS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1150,2007-08-01,CULEX PIPIENS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1151,2007-08-01,CULEX PIPIENS,T079,-87.562889,41.766202,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1152,2007-08-01,CULEX PIPIENS/RESTUANS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1153,2007-08-01,CULEX PIPIENS/RESTUANS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1154,2007-08-01,CULEX RESTUANS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1155,2007-08-01,CULEX RESTUANS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1156,2007-08-01,CULEX RESTUANS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1157,2007-08-01,CULEX PIPIENS,T080,-87.612922,41.754676,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1158,2007-08-01,CULEX PIPIENS/RESTUANS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1159,2007-08-01,CULEX PIPIENS/RESTUANS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1160,2007-08-01,CULEX PIPIENS/RESTUANS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1161,2007-08-01,CULEX RESTUANS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1162,2007-08-01,CULEX PIPIENS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1163,2007-08-01,CULEX PIPIENS,T081,-87.62779599999998,41.821582,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1164,2007-08-01,CULEX PIPIENS/RESTUANS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1165,2007-08-01,CULEX PIPIENS/RESTUANS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1166,2007-08-01,CULEX PIPIENS/RESTUANS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1167,2007-08-01,CULEX PIPIENS/RESTUANS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1168,2007-08-01,CULEX RESTUANS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1169,2007-08-01,CULEX PIPIENS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1170,2007-08-01,CULEX PIPIENS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1171,2007-08-01,CULEX PIPIENS,T082,-87.642984,41.803423,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1172,2007-08-01,CULEX PIPIENS/RESTUANS,T083,-87.590773,41.754292,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1173,2007-08-01,CULEX PIPIENS/RESTUANS,T083,-87.590773,41.754292,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1174,2007-08-01,CULEX PIPIENS/RESTUANS,T083,-87.590773,41.754292,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1175,2007-08-01,CULEX RESTUANS,T083,-87.590773,41.754292,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
1176,2007-08-01,CULEX RESTUANS,T083,-87.590773,41.754292,10,84.7,67.2,76.2,2.1,61.6,67.0,0.0,11.2,441.0,1915.9,"['TS', 'HZ', 'TSRA', 'RA', 'BR']",0.0,0.0,0.0,0.1,29.3,30.0,5.5,12.1,7.2
