,Latitude,Longitude,Type
1374,41.9852678762657,-87.80998293488649,Spray
1375,41.9852678762657,-87.8103189507662,Spray
1376,41.9851718717286,-87.8109909825256,Spray
1377,41.9852198739971,-87.8115190074794,Spray
1378,41.9859399080251,-87.8095029122012,Spray
1379,41.9856518944139,-87.80940690766408,Spray
1380,41.9851718717286,-87.8095029122012,Spray
1381,41.9847878535804,-87.8095029122012,Spray
1382,41.9844038354321,-87.80945490993271,Spray
1383,41.9841638240895,-87.8093109031271,Spray
1384,41.9842598286266,-87.8086868736362,Spray
1385,41.9841638240895,-87.8080148418768,Spray
1386,41.984115821821,-87.8071988033118,Spray
1387,41.983635799135705,-87.8074388146544,Spray
1388,41.983587796867106,-87.80815884868241,Spray
1389,41.983587796867106,-87.80892688497879,Spray
1390,41.983587796867106,-87.8095509144697,Spray
1391,41.983491792330106,-87.8098869303494,Spray
1392,41.983587796867106,-87.8102709484976,Spray
1393,41.9855078876083,-87.81598321845259,Spray
1394,41.9856038921454,-87.81521518215608,Spray
1395,41.9856518944139,-87.8146391549338,Spray
1396,41.9856518944139,-87.8140631277114,Spray
1397,41.9856038921454,-87.813391095952,Spray
1398,41.9856518944139,-87.81305508007229,Spray
1399,41.9853638808027,-87.81276706646109,Spray
1400,41.985123869460104,-87.81257505738701,Spray
1401,41.9848838581174,-87.81598321845259,Spray
1402,41.984931860386,-87.8153591889617,Spray
1403,41.9848838581174,-87.81478316173941,Spray
1404,41.9848838581174,-87.81415913224849,Spray
1405,41.9848838581174,-87.81353510275758,Spray
1406,41.9848838581174,-87.8131990868779,Spray
1407,41.9840678195524,-87.8160792229896,Spray
1408,41.9840678195524,-87.81540719123021,Spray
1409,41.984115821821,-87.8148791662764,Spray
1410,41.9840678195524,-87.81435114132259,Spray
1411,41.9840678195524,-87.81372711183171,Spray
1412,41.984019817283894,-87.813295091415,Spray
1413,41.983875810478295,-87.8131030823409,Spray
1414,41.983395787793,-87.8160792229896,Spray
1415,41.9831557764504,-87.81531118669321,Spray
1416,41.982915765107705,-87.8144951481282,Spray
1417,41.982819760570706,-87.81411112998,Spray
1418,41.9826757537651,-87.8134871004891,Spray
1419,41.9826757537651,-87.8128630709982,Spray
1420,41.9826757537651,-87.8122870437759,Spray
1421,41.9840678195524,-87.81502317308201,Spray
1422,41.983683801404204,-87.81483116400791,Spray
1423,41.9834437900616,-87.8144471458597,Spray
1424,41.9833477855245,-87.81411112998,Spray
1425,41.983251780987395,-87.81372711183171,Spray
1426,41.9832037787189,-87.8132470891464,Spray
1427,41.9844518377007,-87.8131990868779,Spray
1428,41.983491792330106,-87.8131990868779,Spray
1429,41.9844998399692,-87.81598321845259,Spray
1430,41.9936202709897,-87.8219835020187,Spray
1431,41.9949643345085,-87.8218874974816,Spray
1432,41.996644413907,-87.82164748613899,Spray
1433,41.9968364229811,-87.82135947252779,Spray
1434,41.9968364229811,-87.820735443037,Spray
1435,41.9967884207126,-87.8203034226202,Spray
1436,41.9968364229811,-87.81996740674049,Spray
1437,41.996884425249704,-87.81943938178671,Spray
1438,41.996884425249704,-87.81900736136991,Spray
1439,41.996884425249704,-87.8183353296105,Spray
1440,41.9969324275182,-87.8178553069252,Spray
1441,41.9969324275182,-87.8175192910455,Spray
1442,41.996884425249704,-87.8169912660917,Spray
1443,41.996884425249704,-87.81646324113791,Spray
1444,41.9969324275182,-87.81598321845259,Spray
1445,41.9969804297867,-87.81550319576729,Spray
1446,41.9969324275182,-87.8150711753505,Spray
1447,41.9969324275182,-87.8146871572023,Spray
1448,41.9969804297867,-87.81411112998,Spray
1449,41.9969804297867,-87.81377511410031,Spray
1450,41.9969324275182,-87.813391095952,Spray
1451,41.9969804297867,-87.81276706646109,Spray
1452,41.9969804297867,-87.81233504604441,Spray
1453,41.9970284320552,-87.81185502335909,Spray
1454,41.9969324275182,-87.81118299159971,Spray
1455,41.9969324275182,-87.8106069643774,Spray
1456,41.9969804297867,-87.81012694169209,Spray
1457,41.996308398027296,-87.80902288951592,Spray
1458,41.996164391221704,-87.80854286683059,Spray
1459,41.9958763776105,-87.80825485321941,Spray
1460,41.995732370805,-87.8078708350712,Spray
1461,41.9955883639994,-87.80767882599709,Spray
1462,41.995348352656706,-87.80710279877471,Spray
1463,41.9965004071014,-87.8189113568329,Spray
1464,41.995732370805,-87.81895935910141,Spray
1465,41.9948203277029,-87.81900736136991,Spray
1466,41.9944843118232,-87.819103365907,Spray
1467,41.9929002369618,-87.819103365907,Spray
1468,41.9924202142765,-87.8190553636384,Spray
1469,41.992132200665296,-87.81900736136991,Spray
1470,41.996020384416106,-87.8212634679908,Spray
1471,41.996020384416106,-87.82068744076841,Spray
1472,41.995972382147606,-87.8202074180831,Spray
1473,41.996020384416106,-87.8195833885923,Spray
1474,41.996020384416106,-87.8186233432217,Spray
1475,41.996020384416106,-87.8179513114623,Spray
1476,41.996068386684705,-87.81747128877701,Spray
1477,41.996020384416106,-87.8169912660917,Spray
1478,41.995012336777,-87.82145547706492,Spray
1479,41.995012336777,-87.82097545437959,Spray
1480,41.995012336777,-87.82039942715728,Spray
1481,41.995012336777,-87.820015409009,Spray
1482,41.995012336777,-87.81943938178671,Spray
1483,41.9949643345085,-87.8188633545643,Spray
1484,41.9950603390456,-87.8181913228049,Spray
1485,41.995012336777,-87.8175192910455,Spray
1486,41.9951083413141,-87.8169912660917,Spray
1487,41.994196298211996,-87.8210234566481,Spray
1488,41.994196298211996,-87.8203034226202,Spray
1489,41.994196298211996,-87.8195833885923,Spray
1490,41.9942443004806,-87.81871934775869,Spray
1491,41.9942443004806,-87.8181913228049,Spray
1492,41.9942443004806,-87.8176152955826,Spray
1493,41.994196298211996,-87.8171352728973,Spray
1494,41.9942443004806,-87.8167512547491,Spray
1495,41.9931882505729,-87.82107145891659,Spray
1496,41.993332257378505,-87.820735443037,Spray
1497,41.993332257378505,-87.8203034226202,Spray
1498,41.993332257378505,-87.819919404472,Spray
1499,41.993380259647004,-87.8192473727126,Spray
1500,41.993332257378505,-87.8186713454902,Spray
1501,41.993332257378505,-87.8181913228049,Spray
1502,41.993380259647004,-87.8176152955826,Spray
1503,41.993380259647004,-87.8171352728973,Spray
1504,41.993332257378505,-87.81679925701759,Spray
1505,41.9922762074709,-87.81679925701759,Spray
1506,41.9917961847856,-87.8167512547491,Spray
1507,41.9913161621003,-87.81670325248051,Spray
1508,41.9910281484891,-87.8167512547491,Spray
1509,41.9923722120079,-87.8175192910455,Spray
1510,41.9923722120079,-87.81708727062879,Spray
1511,41.9923722120079,-87.8167512547491,Spray
1512,41.996452404832894,-87.81684725928609,Spray
1513,41.9965004071014,-87.81622322979521,Spray
1514,41.9965004071014,-87.81559920030442,Spray
1515,41.996452404832894,-87.8150711753505,Spray
1516,41.9965004071014,-87.81459115266529,Spray
1517,41.9965004071014,-87.81411112998,Spray
1518,41.996452404832894,-87.81372711183171,Spray
1519,41.996452404832894,-87.81315108460942,Spray
1520,41.9965004071014,-87.8128150687297,Spray
1521,41.996452404832894,-87.8122870437759,Spray
1522,41.996308398027296,-87.8122870437759,Spray
1523,41.9953963549253,-87.81646324113791,Spray
1524,41.9953963549253,-87.8158872139155,Spray
1525,41.9953963549253,-87.81540719123021,Spray
1526,41.9954443571938,-87.8149751708135,Spray
1527,41.9954443571938,-87.81459115266529,Spray
1528,41.9953963549253,-87.8140631277114,Spray
1529,41.9953963549253,-87.8131990868779,Spray
1530,41.9953963549253,-87.81276706646109,Spray
1531,41.9953963549253,-87.8122390415073,Spray
1532,41.9953963549253,-87.8115670097479,Spray
1533,41.9953963549253,-87.81084697571998,Spray
1534,41.9954443571938,-87.81041495530322,Spray
1535,41.9953963549253,-87.80998293488649,Spray
1536,41.995348352656706,-87.8093589053956,Spray
1537,41.9953963549253,-87.8088788827103,Spray
1538,41.995348352656706,-87.808302855488,Spray
1539,41.995348352656706,-87.8077748305341,Spray
1540,41.9944843118232,-87.81679925701759,Spray
1541,41.9944843118232,-87.8163672366008,Spray
1542,41.9945323140917,-87.8157912093785,Spray
1543,41.9944843118232,-87.81526318442471,Spray
1544,41.9944843118232,-87.8149751708135,Spray
1545,41.9944843118232,-87.8144951481282,Spray
1546,41.9944843118232,-87.8140631277114,Spray
1547,41.9944843118232,-87.81363110729471,Spray
1548,41.9944843118232,-87.813295091415,Spray
1549,41.9944363095547,-87.8128630709982,Spray
1550,41.9944363095547,-87.81238304831291,Spray
1551,41.9944363095547,-87.81185502335909,Spray
1552,41.9944363095547,-87.81127899613679,Spray
1553,41.9944363095547,-87.8107509711829,Spray
1554,41.99438830728621,-87.81017494396059,Spray
1555,41.99438830728621,-87.8097429235438,Spray
1556,41.9943403050176,-87.8092629008585,Spray
1557,41.99438830728621,-87.8086868736362,Spray
1558,41.9944363095547,-87.8080628441453,Spray
1559,41.99438830728621,-87.80767882599709,Spray
1560,41.9944363095547,-87.80695879196921,Spray
1561,41.9935242664526,-87.81665525021201,Spray
1562,41.9935242664526,-87.8156952048414,Spray
1563,41.9934762641841,-87.81521518215608,Spray
1564,41.993428261915604,-87.8147351594708,Spray
1565,41.993380259647004,-87.814207134517,Spray
1566,41.993428261915604,-87.8136791095632,Spray
1567,41.9934762641841,-87.8131990868779,Spray
1568,41.9935242664526,-87.81252705511851,Spray
1569,41.9934762641841,-87.8121430369703,Spray
1570,41.993428261915604,-87.8115670097479,Spray
1571,41.9935242664526,-87.8109909825256,Spray
1572,41.9935242664526,-87.8105109598403,Spray
1573,41.9935242664526,-87.8103669530347,Spray
1574,41.993428261915604,-87.8100789394235,Spray
1575,41.9934762641841,-87.8095509144697,Spray
1576,41.993428261915604,-87.8090708917844,Spray
1577,41.9934762641841,-87.80878287817329,Spray
1578,41.9935242664526,-87.80825485321941,Spray
1579,41.9935242664526,-87.80772682826559,Spray
1580,41.9934762641841,-87.8071988033118,Spray
1581,41.9958763776105,-87.8167512547491,Spray
1582,41.9948203277029,-87.8167512547491,Spray
1583,41.9940522914064,-87.8167512547491,Spray
1584,41.9923722120079,-87.8163672366008,Spray
1585,41.992468216545,-87.815839211647,Spray
1586,41.9925162188135,-87.81531118669321,Spray
1587,41.9925642210821,-87.8147351594708,Spray
1588,41.9926122233506,-87.81430313905409,Spray
1589,41.9926122233506,-87.81377511410031,Spray
1590,41.9926122233506,-87.81334309368349,Spray
1591,41.992660225619105,-87.81276706646109,Spray
1592,41.992660225619105,-87.8121910392388,Spray
1593,41.9926122233506,-87.81166301428499,Spray
1594,41.992660225619105,-87.81127899613679,Spray
1595,41.992660225619105,-87.81084697571998,Spray
1596,41.9926122233506,-87.81041495530322,Spray
1597,41.992660225619105,-87.80945490993271,Spray
1598,41.992660225619105,-87.80998293488649,Spray
1599,41.992708227887604,-87.80892688497879,Spray
1600,41.992708227887604,-87.80839886002501,Spray
1601,41.9927562301562,-87.8077748305341,Spray
1602,41.9927562301562,-87.8071988033118,Spray
1603,41.996164391221704,-87.81372711183171,Spray
1604,41.995732370805,-87.8136791095632,Spray
1605,41.99491633224,-87.81372711183171,Spray
1606,41.9929482392303,-87.81377511410031,Spray
1607,41.996644413907,-87.8115670097479,Spray
1608,41.996260395758796,-87.8115670097479,Spray
1609,41.9958763776105,-87.8116150120165,Spray
1610,41.995972382147606,-87.8102709484976,Spray
1611,41.9956843685364,-87.8103189507662,Spray
1612,41.9947243231659,-87.81041495530322,Spray
1613,41.9930922460359,-87.81041495530322,Spray
1614,41.973465000000004,-87.8276433333333,Spray
1615,41.973456666666706,-87.8283016666667,Spray
1616,41.973434999999995,-87.8290733333333,Spray
1617,41.9734416666667,-87.829835,Spray
1618,41.9734183333333,-87.8305683333333,Spray
1619,41.9734816666667,-87.8310983333333,Spray
1620,41.9735366666667,-87.8311666666667,Spray
1621,41.9734433333333,-87.8284266666667,Spray
1622,41.973451666666705,-87.82777166666669,Spray
1623,41.973455,-87.8271733333333,Spray
1624,41.9734833333333,-87.82679,Spray
1625,41.973985,-87.8270683333333,Spray
1626,41.9739616666667,-87.8279083333333,Spray
1627,41.973955,-87.8287733333333,Spray
1628,41.973938333333294,-87.82977,Spray
1629,41.973918333333295,-87.830715,Spray
1630,41.97392,-87.8316233333333,Spray
1631,41.973918333333295,-87.83247166666669,Spray
1632,41.974115000000005,-87.8328383333333,Spray
1633,41.97452,-87.8328366666667,Spray
1634,41.9749366666667,-87.8328416666667,Spray
1635,41.975311666666705,-87.83280500000001,Spray
1636,41.9753633333333,-87.832235,Spray
1637,41.975356666666706,-87.83171999999999,Spray
1638,41.9753633333333,-87.8311516666667,Spray
1639,41.9753716666667,-87.8305666666667,Spray
1640,41.975393333333294,-87.8299783333333,Spray
1641,41.975401666666706,-87.8293516666667,Spray
1642,41.9754,-87.82876,Spray
1643,41.9754283333333,-87.82766,Spray
1644,41.9754316666667,-87.827005,Spray
1645,41.975425,-87.8264133333333,Spray
1646,41.975455,-87.8257683333333,Spray
1647,41.97548,-87.82508,Spray
1648,41.9753433333333,-87.8246133333333,Spray
1649,41.97473,-87.8247133333333,Spray
1650,41.974078333333296,-87.8249466666667,Spray
1651,41.9740716666667,-87.82570333333331,Spray
1652,41.97405,-87.8263433333333,Spray
1653,41.974396666666706,-87.82954000000001,Spray
1654,41.974506666666706,-87.8301433333333,Spray
1655,41.9745,-87.8308316666667,Spray
1656,41.974481666666705,-87.83145,Spray
1657,41.974701666666704,-87.8317233333333,Spray
1658,41.9751833333333,-87.8317166666667,Spray
1659,41.975595,-87.8317216666667,Spray
1660,41.9761,-87.8317166666667,Spray
1661,41.97637,-87.8319016666667,Spray
1662,41.976345,-87.83251666666669,Spray
1663,41.976336666666704,-87.83314,Spray
1664,41.976296666666705,-87.833715,Spray
1665,41.975840000000005,-87.83373,Spray
1666,41.97568,-87.8341916666667,Spray
1667,41.975668333333296,-87.8348733333333,Spray
1668,41.97565166666671,-87.8355516666667,Spray
1669,41.975643333333295,-87.83623,Spray
1670,41.9757483333333,-87.83655999999999,Spray
1671,41.9762983333333,-87.836545,Spray
1672,41.9763883333333,-87.8361133333333,Spray
1673,41.976405,-87.835515,Spray
1674,41.9764183333333,-87.8348133333333,Spray
1675,41.976434999999995,-87.8341716666667,Spray
1676,41.9764016666667,-87.8318066666667,Spray
1677,41.97679,-87.8317966666667,Spray
1678,41.977171666666706,-87.8318183333333,Spray
1679,41.977658333333295,-87.83184,Spray
1680,41.9779433333333,-87.8316,Spray
1681,41.9779583333333,-87.8310383333333,Spray
1682,41.977959999999996,-87.8303483333333,Spray
1683,41.97797,-87.82976500000001,Spray
1684,41.977909999999994,-87.82937333333331,Spray
1685,41.9775366666667,-87.8293616666667,Spray
1686,41.977325,-87.8293516666667,Spray
1687,41.9772666666667,-87.8298916666667,Spray
1688,41.9772516666667,-87.83058333333331,Spray
1689,41.9772416666667,-87.8312633333333,Spray
1690,41.977231666666704,-87.8317783333333,Spray
1691,41.977225,-87.8324066666667,Spray
1692,41.97721,-87.832985,Spray
1693,41.9772,-87.834035,Spray
1694,41.977185,-87.8346633333333,Spray
1695,41.977168333333296,-87.8353333333333,Spray
1696,41.97718,-87.83598,Spray
1697,41.9772033333333,-87.83655999999999,Spray
1698,41.9777833333333,-87.8365416666667,Spray
1699,41.977955,-87.8361933333333,Spray
1700,41.9779583333333,-87.8355383333333,Spray
1701,41.977973333333296,-87.83493666666669,Spray
1702,41.97798,-87.8343033333333,Spray
1703,41.9779916666667,-87.83372666666669,Spray
1704,41.9780066666667,-87.8331516666667,Spray
1705,41.9781583333333,-87.8327916666667,Spray
1706,41.978581666666706,-87.8328033333333,Spray
1707,41.9789833333333,-87.8328116666667,Spray
1708,41.9795283333333,-87.8327966666667,Spray
1709,41.98001666666671,-87.8328,Spray
1710,41.98009333333329,-87.8323533333333,Spray
1711,41.9801066666667,-87.8317316666667,Spray
1712,41.9801166666667,-87.8310566666667,Spray
1713,41.980036666666706,-87.8305316666667,Spray
1714,41.97957,-87.8305216666667,Spray
1715,41.979115,-87.8305083333333,Spray
1716,41.978713333333296,-87.8307016666667,Spray
1717,41.9786966666667,-87.8313016666667,Spray
1718,41.978965,-87.8316383333333,Spray
1719,41.9794616666667,-87.8316416666667,Spray
1720,41.979946666666706,-87.8316333333333,Spray
1721,41.9801533333333,-87.8313716666667,Spray
1722,41.98017,-87.83071833333331,Spray
1723,41.980186666666704,-87.8300366666667,Spray
1724,41.9802,-87.82947,Spray
1725,41.979865000000004,-87.8293583333333,Spray
1726,41.979361666666705,-87.829355,Spray
1727,41.978854999999996,-87.8293366666667,Spray
1728,41.9783616666667,-87.8293383333333,Spray
1729,41.977909999999994,-87.82932833333331,Spray
1730,41.977363333333294,-87.82969,Spray
1731,41.977348333333296,-87.8303466666667,Spray
1732,41.9773333333333,-87.8310466666667,Spray
1733,41.977318333333294,-87.83168,Spray
1734,41.977298333333295,-87.83239,Spray
1735,41.977503333333296,-87.8327466666667,Spray
1736,41.977934999999995,-87.832735,Spray
1737,41.978475,-87.83274,Spray
1738,41.9789666666667,-87.83275,Spray
1739,41.97944333333329,-87.83273,Spray
1740,41.97991,-87.8327283333333,Spray
1741,41.98017,-87.8329033333333,Spray
1742,41.98042833333329,-87.8331533333333,Spray
1743,41.9809133333333,-87.833145,Spray
1744,41.981148333333294,-87.833515,Spray
1745,41.981148333333294,-87.8340683333333,Spray
1746,41.981151666666705,-87.8346383333333,Spray
1747,41.9811416666667,-87.83541,Spray
1748,41.981123333333294,-87.8360916666667,Spray
1749,41.98081,-87.8363266666667,Spray
1750,41.9803733333333,-87.8363366666667,Spray
1751,41.9799283333333,-87.8362716666667,Spray
1752,41.9795766666667,-87.8360333333333,Spray
1753,41.979473333333296,-87.8357316666667,Spray
1754,41.9811416666667,-87.83465833333331,Spray
1755,41.981375,-87.8343666666667,Spray
1756,41.98185166666671,-87.83436999999999,Spray
1757,41.9823066666667,-87.8343633333333,Spray
1758,41.982746666666706,-87.83434333333331,Spray
1759,41.98312,-87.83404,Spray
1760,41.9832,-87.833495,Spray
1761,41.983141666666704,-87.8331416666667,Spray
1762,41.982713333333294,-87.833155,Spray
1763,41.9822616666667,-87.833155,Spray
1764,41.981745000000004,-87.8331583333333,Spray
1765,41.981345000000005,-87.8331616666667,Spray
1766,41.9811916666667,-87.8328683333333,Spray
1767,41.9811866666667,-87.8323766666667,Spray
1768,41.981198333333296,-87.8317933333333,Spray
1769,41.98121,-87.83121,Spray
1770,41.98122,-87.8305683333333,Spray
1771,41.98123,-87.8299066666667,Spray
1772,41.981238333333295,-87.8294433333333,Spray
1773,41.9812483333333,-87.82887833333331,Spray
1774,41.981255,-87.8283616666667,Spray
1775,41.981590000000004,-87.8281983333333,Spray
1776,41.98207,-87.8281966666667,Spray
1777,41.982566666666706,-87.8282116666667,Spray
1778,41.9830883333333,-87.8282183333333,Spray
1779,41.98357,-87.82822166666669,Spray
1780,41.9840083333333,-87.82813,Spray
1781,41.9840083333333,-87.8274633333333,Spray
1782,41.9839666666667,-87.82674,Spray
1783,41.983923333333294,-87.826185,Spray
1784,41.983855,-87.8254716666667,Spray
1785,41.9837783333333,-87.82481,Spray
1786,41.983703333333295,-87.8241266666667,Spray
1787,41.98366,-87.8237066666667,Spray
1788,41.983215,-87.8235916666667,Spray
1789,41.983078333333296,-87.8239716666667,Spray
1790,41.98308,-87.824585,Spray
1791,41.98308,-87.8252616666667,Spray
1792,41.983065,-87.825885,Spray
1793,41.98272,-87.82602666666669,Spray
1794,41.982273333333296,-87.8260166666667,Spray
1795,41.98296,-87.826035,Spray
1796,41.9833583333333,-87.8262116666667,Spray
1797,41.98383,-87.8261966666667,Spray
1798,41.9837583333333,-87.82507,Spray
1799,41.9833116666667,-87.8250683333333,Spray
1800,41.983073333333294,-87.8249,Spray
1801,41.9830866666667,-87.8242316666667,Spray
1802,41.9831783333333,-87.8232216666667,Spray
1803,41.983208333333295,-87.8225666666667,Spray
1804,41.9832233333333,-87.8219783333333,Spray
1805,41.98324,-87.82121500000001,Spray
1806,41.983186666666704,-87.81969000000001,Spray
1807,41.983098333333295,-87.818945,Spray
1808,41.982963333333295,-87.8182566666667,Spray
1809,41.982783333333295,-87.81756,Spray
1810,41.9826616666667,-87.8170933333333,Spray
1811,41.982536666666704,-87.81657,Spray
1812,41.9823916666667,-87.815925,Spray
1813,41.9822833333333,-87.81529499999999,Spray
1814,41.9821516666667,-87.8145133333333,Spray
1815,41.9819483333333,-87.8142116666667,Spray
1816,41.981765,-87.81478666666669,Spray
1817,41.981638333333294,-87.81543,Spray
1818,41.981584999999995,-87.81608,Spray
1819,41.981565,-87.8166066666667,Spray
1820,41.9816033333333,-87.81684666666669,Spray
1821,41.982048333333296,-87.8168616666667,Spray
1822,41.982496666666705,-87.81685999999999,Spray
1823,41.982696666666705,-87.8172166666667,Spray
1824,41.9828633333333,-87.8177933333333,Spray
1825,41.9826333333333,-87.8180816666667,Spray
1826,41.98213,-87.8180733333333,Spray
1827,41.981675,-87.8180783333333,Spray
1828,41.981535,-87.8184966666667,Spray
1829,41.9815133333333,-87.8190966666667,Spray
1830,41.981778333333295,-87.819305,Spray
1831,41.982273333333296,-87.8193066666667,Spray
1832,41.982745,-87.8193083333333,Spray
1833,41.983076666666705,-87.8193233333333,Spray
1834,41.9831583333333,-87.8198766666667,Spray
1835,41.983183333333294,-87.8204583333333,Spray
1836,41.982788333333296,-87.8205433333333,Spray
1837,41.982305,-87.8205416666667,Spray
1838,41.9818383333333,-87.8205466666667,Spray
1839,41.981525,-87.82058,Spray
1840,41.9814816666667,-87.821125,Spray
1841,41.981463333333295,-87.82167,Spray
1842,41.981885,-87.8217533333333,Spray
1843,41.982316666666705,-87.8217866666667,Spray
1844,41.982795,-87.8217783333333,Spray
1845,41.9831316666667,-87.82176,Spray
1846,41.9831816666667,-87.8211533333333,Spray
1847,41.98292666666671,-87.8210733333333,Spray
1848,41.98258,-87.82110166666669,Spray
1849,41.982315,-87.8212516666667,Spray
1850,41.98232166666671,-87.8218,Spray
1851,41.982293333333295,-87.8225283333333,Spray
1852,41.982091666666705,-87.8236183333333,Spray
1853,41.981596666666704,-87.8236783333333,Spray
1854,41.981373333333295,-87.82339,Spray
1855,41.981390000000005,-87.82275666666669,Spray
1856,41.9814083333333,-87.8221216666667,Spray
1857,41.9814166666667,-87.82153000000001,Spray
1858,41.981445,-87.820875,Spray
1859,41.9814566666667,-87.8202016666667,Spray
1860,41.9814616666667,-87.8195633333333,Spray
1861,41.98149,-87.8189183333333,Spray
1862,41.981506666666704,-87.81819166666669,Spray
1863,41.98152,-87.8174433333333,Spray
1864,41.9815183333333,-87.81702,Spray
1865,41.981066666666706,-87.81695500000001,Spray
1866,41.980655,-87.8170966666667,Spray
1867,41.9806466666667,-87.8176983333333,Spray
1868,41.9806266666667,-87.81829,Spray
1869,41.98061,-87.8189733333333,Spray
1870,41.9805816666667,-87.819625,Spray
1871,41.98055,-87.820385,Spray
1872,41.980506666666706,-87.8210716666667,Spray
1873,41.980501666666704,-87.82154,Spray
1874,41.980515000000004,-87.8222566666667,Spray
1875,41.9804833333333,-87.82308,Spray
1876,41.9804833333333,-87.8236083333333,Spray
1877,41.980165,-87.8238416666667,Spray
1878,41.979634999999995,-87.82386833333331,Spray
1879,41.979586666666705,-87.82334,Spray
1880,41.9795966666667,-87.82271999999999,Spray
1881,41.9796183333333,-87.8220566666667,Spray
1882,41.979626666666704,-87.8215333333333,Spray
1883,41.979648333333294,-87.8208266666667,Spray
1884,41.9796883333333,-87.8202,Spray
1885,41.979695,-87.8196216666667,Spray
1886,41.9797083333333,-87.819005,Spray
1887,41.9797366666667,-87.81827,Spray
1888,41.9797316666667,-87.81761999999999,Spray
1889,41.97937,-87.8170566666667,Spray
1890,41.978916666666706,-87.8171016666667,Spray
1891,41.978871666666706,-87.8176333333333,Spray
1892,41.9788583333333,-87.818335,Spray
1893,41.97882,-87.8195616666667,Spray
1894,41.9787866666667,-87.8201466666667,Spray
1895,41.978773333333294,-87.8207233333333,Spray
1896,41.9787483333333,-87.82136,Spray
1897,41.9787216666667,-87.8218683333333,Spray
1898,41.9786966666667,-87.8226483333333,Spray
1899,41.978685,-87.8234033333333,Spray
1900,41.9784116666667,-87.8240583333333,Spray
1901,41.9778983333333,-87.824115,Spray
1902,41.977776666666706,-87.8236733333333,Spray
1903,41.977796666666706,-87.82303,Spray
1904,41.9778016666667,-87.822425,Spray
1905,41.9778316666667,-87.8218783333333,Spray
1906,41.977835,-87.82117833333331,Spray
1907,41.9778566666667,-87.82048499999999,Spray
1908,41.977883333333295,-87.819815,Spray
1909,41.977903333333295,-87.8192116666667,Spray
1910,41.977923333333294,-87.8185133333333,Spray
1911,41.9779433333333,-87.81781,Spray
1912,41.9779466666667,-87.8171966666667,Spray
1913,41.977506666666706,-87.8170766666667,Spray
1914,41.977081666666706,-87.8171466666667,Spray
1915,41.9770466666667,-87.81774166666669,Spray
1916,41.977033333333296,-87.8183333333333,Spray
1917,41.977011666666705,-87.8190266666667,Spray
1918,41.9769816666667,-87.8197466666667,Spray
1919,41.9769583333333,-87.82042,Spray
1920,41.976941666666704,-87.8210933333333,Spray
1921,41.976921666666705,-87.82162833333331,Spray
1922,41.976896666666704,-87.8223133333333,Spray
1923,41.976876666666705,-87.8230366666667,Spray
1924,41.976856666666706,-87.8237566666667,Spray
1925,41.9765266666667,-87.8242466666667,Spray
1926,41.975998333333294,-87.824275,Spray
1927,41.9759516666667,-87.8237033333333,Spray
1928,41.975961666666706,-87.823045,Spray
1929,41.97598,-87.8224116666667,Spray
1930,41.9759883333333,-87.821775,Spray
1931,41.976009999999995,-87.8211366666667,Spray
1932,41.97603166666671,-87.82053,Spray
1933,41.976026666666705,-87.8199433333333,Spray
1934,41.97605,-87.8194666666667,Spray
1935,41.976085,-87.818765,Spray
1936,41.976093333333296,-87.8181233333333,Spray
1937,41.976105,-87.8174466666667,Spray
1938,41.975640000000006,-87.8170666666667,Spray
1939,41.975221666666705,-87.817205,Spray
1940,41.97521333333329,-87.8177483333333,Spray
1941,41.975184999999996,-87.8183783333333,Spray
1942,41.975171666666704,-87.8190233333333,Spray
1943,41.975148333333294,-87.8194716666667,Spray
1944,41.975126666666704,-87.8201066666667,Spray
1945,41.975105,-87.8208016666667,Spray
1946,41.9750883333333,-87.821485,Spray
1947,41.97507,-87.8221,Spray
1948,41.975038333333295,-87.8228316666667,Spray
1949,41.975018333333296,-87.8235516666667,Spray
1950,41.975,-87.8241966666667,Spray
1951,41.974075,-87.8240816666667,Spray
1952,41.974101666666705,-87.82319,Spray
1953,41.974126666666706,-87.82238000000001,Spray
1954,41.9741483333333,-87.8216333333333,Spray
1955,41.974165,-87.8208483333333,Spray
1956,41.9741783333333,-87.820075,Spray
1957,41.97419,-87.8195516666667,Spray
1958,41.973808333333295,-87.8194266666667,Spray
1959,41.973476666666706,-87.8193033333333,Spray
1960,41.973485,-87.8187016666667,Spray
1961,41.9731683333333,-87.81849333333331,Spray
1962,41.972623333333296,-87.818505,Spray
1963,41.9721,-87.8185083333333,Spray
1964,41.971534999999996,-87.8185,Spray
1965,41.971056666666705,-87.81844,Spray
1966,41.971011666666705,-87.8177916666667,Spray
1967,41.97137,-87.8176083333333,Spray
1968,41.97188,-87.81759833333331,Spray
1969,41.972393333333294,-87.8175933333333,Spray
1970,41.9729233333333,-87.817575,Spray
1971,41.9733983333333,-87.8175833333333,Spray
1972,41.97354,-87.81718000000001,Spray
1973,41.9737566666667,-87.8169633333333,Spray
1974,41.974815,-87.816975,Spray
1975,41.9753266666667,-87.8169633333333,Spray
1976,41.975840000000005,-87.8169666666667,Spray
1977,41.9761,-87.8166733333333,Spray
1978,41.976113333333295,-87.8159866666667,Spray
1979,41.976558333333294,-87.81579,Spray
1980,41.976890000000004,-87.8157833333333,Spray
1981,41.9759316666667,-87.8157783333333,Spray
